plant,product,month,capacity,production,absdiff,reldiff
MI-Pontiac,"Chlorine, HTH 70%",Sep-20,112,1,111,98.23008849557522
MI-Pontiac,Safety box,Jan-20,89,89,0,0.0
MI-Pontiac,Safety box,Feb-20,89,89,0,0.0
MI-Pontiac,Safety box,Mar-20,89,89,0,0.0
MI-Pontiac,Safety box,Apr-20,89,89,0,0.0
MI-Pontiac,Safety box,May-20,89,89,0,0.0
MI-Pontiac,Safety box,Jun-20,89,88,1,1.1111111111111112
MI-Pontiac,Safety box,Jul-20,89,89,0,0.0
MI-Pontiac,Safety box,Aug-20,89,89,0,0.0
MI-Pontiac,Safety box,Sep-20,89,89,0,0.0
MI-Pontiac,Non contact infrared Thermometer,Jan-20,246,1,245,99.19028340080972
MI-Pontiac,Non contact infrared Thermometer,Feb-20,246,42,204,82.5910931174089
MI-Pontiac,Non contact infrared Thermometer,Mar-20,246,6,240,97.16599190283401
MI-Pontiac,Non contact infrared Thermometer,Apr-20,246,47,199,80.56680161943319
MI-Pontiac,Non contact infrared Thermometer,May-20,246,0,246,99.59514170040485
MI-Pontiac,Non contact infrared Thermometer,Jun-20,246,0,246,99.59514170040485
MI-Pontiac,Non contact infrared Thermometer,Jul-20,246,0,246,99.59514170040485
MI-Pontiac,Non contact infrared Thermometer,Aug-20,246,0,246,99.59514170040485
MI-Pontiac,Non contact infrared Thermometer,Sep-20,246,10,236,95.54655870445345
MI-Pontiac,Goggles protective,Jan-20,205,0,205,99.51456310679612
MI-Pontiac,Goggles protective,Feb-20,205,1,204,99.02912621359224
MI-Pontiac,Goggles protective,Mar-20,205,0,205,99.51456310679612
MI-Pontiac,Goggles protective,Apr-20,205,0,205,99.51456310679612
MI-Pontiac,Goggles protective,May-20,205,0,205,99.51456310679612
MI-Pontiac,Goggles protective,Jun-20,205,0,205,99.51456310679612
MI-Pontiac,Goggles protective,Jul-20,205,7,198,96.11650485436893
MI-Pontiac,Goggles protective,Aug-20,205,1,204,99.02912621359224
MI-Pontiac,Goggles protective,Sep-20,205,0,205,99.51456310679612
MI-Pontiac,Disposable foot covers,Jan-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Feb-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Mar-20,198,197,1,0.5025125628140703
MI-Pontiac,Disposable foot covers,Apr-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,May-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Jun-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Jul-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Aug-20,198,198,0,0.0
MI-Pontiac,Disposable foot covers,Sep-20,198,198,0,0.0
MI-Pontiac,M4 viral media,Jan-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Feb-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Mar-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Apr-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,May-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Jun-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Jul-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Aug-20,273,0,273,99.63503649635037
MI-Pontiac,M4 viral media,Sep-20,273,0,273,99.63503649635037
MI-Pontiac,Triple packaging boxes,Jan-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Feb-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Mar-20,238,3,235,98.32635983263599
MI-Pontiac,Triple packaging boxes,Apr-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,May-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Jun-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Jul-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Aug-20,238,0,238,99.581589958159
MI-Pontiac,Triple packaging boxes,Sep-20,238,0,238,99.581589958159
MI-Pontiac,Liquid soap,Jan-20,216,0,216,99.53917050691244
MI-Pontiac,Liquid soap,Feb-20,216,0,216,99.53917050691244
MI-Pontiac,Liquid soap,Mar-20,216,0,216,99.53917050691244
MI-Pontiac,Liquid soap,Apr-20,216,1,215,99.07834101382488
MI-Pontiac,Liquid soap,May-20,216,1,215,99.07834101382488
MI-Pontiac,Liquid soap,Jun-20,216,0,216,99.53917050691244
MI-Pontiac,Liquid soap,Jul-20,216,1,215,99.07834101382488
MI-Pontiac,Liquid soap,Aug-20,216,0,216,99.53917050691244
MI-Pontiac,Liquid soap,Sep-20,216,0,216,99.53917050691244
MI-Pontiac,Mask medical,Jan-20,130,130,0,0.0
MI-Pontiac,Mask medical,Feb-20,130,130,0,0.0
MI-Pontiac,Mask medical,Mar-20,130,128,2,1.5267175572519085
MI-Pontiac,Mask medical,Apr-20,130,130,0,0.0
MI-Pontiac,Mask medical,May-20,130,130,0,0.0
MI-Pontiac,Mask medical,Jun-20,130,130,0,0.0
MI-Pontiac,Mask medical,Jul-20,130,130,0,0.0
MI-Pontiac,Mask medical,Aug-20,130,130,0,0.0
MI-Pontiac,Mask medical,Sep-20,130,130,0,0.0
MI-Pontiac,Scrubs pants,Jan-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Feb-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Mar-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Apr-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,May-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Jun-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Jul-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Aug-20,80,0,80,98.76543209876543
MI-Pontiac,Scrubs pants,Sep-20,80,0,80,98.76543209876543
MI-Pontiac,Face shield,Jan-20,182,162,20,10.92896174863388
MI-Pontiac,Face shield,Feb-20,182,144,38,20.76502732240437
MI-Pontiac,Face shield,Mar-20,182,149,33,18.0327868852459
MI-Pontiac,Face shield,Apr-20,182,182,0,0.0
MI-Pontiac,Face shield,May-20,182,182,0,0.0
MI-Pontiac,Face shield,Jun-20,182,182,0,0.0
MI-Pontiac,Face shield,Jul-20,182,180,2,1.092896174863388
MI-Pontiac,Face shield,Aug-20,182,152,30,16.39344262295082
MI-Pontiac,Face shield,Sep-20,182,160,22,12.021857923497267
MI-Pontiac,Gloves,Jan-20,72,1,71,97.26027397260275
MI-Pontiac,Gloves,Feb-20,72,1,71,97.26027397260275
MI-Pontiac,Gloves,Mar-20,72,0,72,98.63013698630137
MI-Pontiac,Gloves,Apr-20,72,0,72,98.63013698630137
MI-Pontiac,Gloves,May-20,72,0,72,98.63013698630137
MI-Pontiac,Gloves,Jun-20,72,0,72,98.63013698630137
MI-Pontiac,Gloves,Jul-20,72,0,72,98.63013698630137
MI-Pontiac,Gloves,Aug-20,72,1,71,97.26027397260275
MI-Pontiac,Gloves,Sep-20,72,0,72,98.63013698630137
MI-Pontiac,Nasal testing swabs,Jan-20,146,1,145,98.63945578231292
MI-Pontiac,Nasal testing swabs,Feb-20,146,0,146,99.31972789115646
MI-Pontiac,Nasal testing swabs,Mar-20,146,0,146,99.31972789115646
MI-Pontiac,Nasal testing swabs,Apr-20,146,1,145,98.63945578231292
MI-Pontiac,Nasal testing swabs,May-20,146,1,145,98.63945578231292
MI-Pontiac,Nasal testing swabs,Jun-20,146,0,146,99.31972789115646
MI-Pontiac,Nasal testing swabs,Jul-20,146,0,146,99.31972789115646
MI-Pontiac,Nasal testing swabs,Aug-20,146,0,146,99.31972789115646
MI-Pontiac,Nasal testing swabs,Sep-20,146,0,146,99.31972789115646
MI-Pontiac,InvasiveVentilators,Jan-20,117,117,0,0.0
MI-Pontiac,InvasiveVentilators,Feb-20,117,73,44,37.28813559322034
MI-Pontiac,InvasiveVentilators,Mar-20,117,70,47,39.83050847457627
MI-Pontiac,InvasiveVentilators,Apr-20,117,9,108,91.52542372881356
MI-Pontiac,InvasiveVentilators,May-20,117,19,98,83.05084745762711
MI-Pontiac,InvasiveVentilators,Jun-20,117,0,117,99.15254237288136
MI-Pontiac,InvasiveVentilators,Jul-20,117,1,116,98.30508474576271
MI-Pontiac,InvasiveVentilators,Aug-20,117,25,92,77.96610169491525
MI-Pontiac,InvasiveVentilators,Sep-20,117,0,117,99.15254237288136
MI-Pontiac,Non Invasive Ventilators,Jan-20,235,0,235,99.57627118644068
MI-Pontiac,Non Invasive Ventilators,Feb-20,235,0,235,99.57627118644068
MI-Pontiac,Non Invasive Ventilators,Mar-20,235,0,235,99.57627118644068
MI-Pontiac,Non Invasive Ventilators,Apr-20,235,18,217,91.94915254237289
MI-Pontiac,Non Invasive Ventilators,May-20,235,34,201,85.16949152542372
MI-Pontiac,Non Invasive Ventilators,Jun-20,235,53,182,77.11864406779661
MI-Pontiac,Non Invasive Ventilators,Jul-20,235,63,172,72.88135593220339
MI-Pontiac,Non Invasive Ventilators,Aug-20,235,60,175,74.15254237288136
MI-Pontiac,Non Invasive Ventilators,Sep-20,235,106,129,54.66101694915254
MI-Pontiac,BioHazard Liner bags 2gallon,Jan-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Feb-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Mar-20,240,1,239,99.1701244813278
MI-Pontiac,BioHazard Liner bags 2gallon,Apr-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,May-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Jun-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Jul-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Aug-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 2gallon,Sep-20,240,0,240,99.5850622406639
MI-Pontiac,BioHazard Liner bags 44gallon,Jan-20,55,1,54,96.42857142857143
MI-Pontiac,BioHazard Liner bags 44gallon,Feb-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,Mar-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,Apr-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,May-20,55,1,54,96.42857142857143
MI-Pontiac,BioHazard Liner bags 44gallon,Jun-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,Jul-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,Aug-20,55,0,55,98.21428571428571
MI-Pontiac,BioHazard Liner bags 44gallon,Sep-20,55,0,55,98.21428571428571
MI-Pontiac,Blue Solied Linen bags,Jan-20,215,0,215,99.53703703703704
MI-Pontiac,Blue Solied Linen bags,Feb-20,215,0,215,99.53703703703704
MI-Pontiac,Blue Solied Linen bags,Mar-20,215,0,215,99.53703703703704
MI-Pontiac,Blue Solied Linen bags,Apr-20,215,5,210,97.22222222222223
MI-Pontiac,Blue Solied Linen bags,May-20,215,0,215,99.53703703703704
MI-Pontiac,Blue Solied Linen bags,Jun-20,215,18,197,91.20370370370371
MI-Pontiac,Blue Solied Linen bags,Jul-20,215,22,193,89.35185185185185
MI-Pontiac,Blue Solied Linen bags,Aug-20,215,17,198,91.66666666666667
MI-Pontiac,Blue Solied Linen bags,Sep-20,215,65,150,69.44444444444444
MI-Pontiac,Syringes,Jan-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Feb-20,83,2,81,96.42857142857143
MI-Pontiac,Syringes,Mar-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Apr-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,May-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Jun-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Jul-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Aug-20,83,0,83,98.80952380952381
MI-Pontiac,Syringes,Sep-20,83,0,83,98.80952380952381
MI-Pontiac,IV Catheters,Jan-20,96,96,0,0.0
MI-Pontiac,IV Catheters,Feb-20,96,96,0,0.0
MI-Pontiac,IV Catheters,Mar-20,96,96,0,0.0
MI-Pontiac,IV Catheters,Apr-20,96,96,0,0.0
MI-Pontiac,IV Catheters,May-20,96,95,1,1.0309278350515463
MI-Pontiac,IV Catheters,Jun-20,96,96,0,0.0
MI-Pontiac,IV Catheters,Jul-20,96,95,1,1.0309278350515463
MI-Pontiac,IV Catheters,Aug-20,96,95,1,1.0309278350515463
MI-Pontiac,IV Catheters,Sep-20,96,96,0,0.0
MI-Pontiac,Needles,Jan-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,Feb-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,Mar-20,81,1,80,97.5609756097561
MI-Pontiac,Needles,Apr-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,May-20,81,1,80,97.5609756097561
MI-Pontiac,Needles,Jun-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,Jul-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,Aug-20,81,0,81,98.78048780487805
MI-Pontiac,Needles,Sep-20,81,0,81,98.78048780487805
MI-Pontiac,Surface Disinfectant 1 Gallon,Jan-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Feb-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Mar-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Apr-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,May-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Jun-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Jul-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Aug-20,138,138,0,0.0
MI-Pontiac,Surface Disinfectant 1 Gallon,Sep-20,138,138,0,0.0
MI-Sagnaw,Gown protective,Jan-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Feb-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Mar-20,76,75,1,1.2987012987012987
MI-Sagnaw,Gown protective,Apr-20,76,76,0,0.0
MI-Sagnaw,Gown protective,May-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Jun-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Jul-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Aug-20,76,76,0,0.0
MI-Sagnaw,Gown protective,Sep-20,76,76,0,0.0
MI-Sagnaw,Scrubs tops,Jan-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Feb-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Mar-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Apr-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,May-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Jun-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Jul-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Aug-20,253,0,253,99.60629921259843
MI-Sagnaw,Scrubs tops,Sep-20,253,0,253,99.60629921259843
MI-Sagnaw,Lab screening test kit,Jan-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Feb-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Mar-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Apr-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,May-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Jun-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Jul-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Aug-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab screening test kit,Sep-20,122,0,122,99.1869918699187
MI-Sagnaw,Lab extraction kit,Jan-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Feb-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Mar-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Apr-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,May-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Jun-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Jul-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Aug-20,98,0,98,98.98989898989899
MI-Sagnaw,Lab extraction kit,Sep-20,98,0,98,98.98989898989899
MI-Sagnaw,powered air purifying respirators,Jan-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Feb-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Mar-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Apr-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,May-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Jun-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Jul-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Aug-20,244,244,0,0.0
MI-Sagnaw,powered air purifying respirators,Sep-20,244,244,0,0.0
MI-Sagnaw,Wipes,Jan-20,36,36,0,0.0
MI-Sagnaw,Wipes,Feb-20,36,36,0,0.0
MI-Sagnaw,Wipes,Mar-20,36,36,0,0.0
MI-Sagnaw,Wipes,Apr-20,36,36,0,0.0
MI-Sagnaw,Wipes,May-20,36,36,0,0.0
MI-Sagnaw,Wipes,Jun-20,36,36,0,0.0
MI-Sagnaw,Wipes,Jul-20,36,36,0,0.0
MI-Sagnaw,Wipes,Aug-20,36,36,0,0.0
MI-Sagnaw,Wipes,Sep-20,36,36,0,0.0
MI-Sagnaw,Alcohol-based hand rub,Jan-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Feb-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Mar-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Apr-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,May-20,34,1,33,94.28571428571429
MI-Sagnaw,Alcohol-based hand rub,Jun-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Jul-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Aug-20,34,0,34,97.14285714285714
MI-Sagnaw,Alcohol-based hand rub,Sep-20,34,0,34,97.14285714285714
MI-Sagnaw,"Chlorine, HTH 70%",Jan-20,181,76,105,57.69230769230769
MI-Sagnaw,"Chlorine, HTH 70%",Feb-20,181,80,101,55.494505494505496
MI-Sagnaw,"Chlorine, HTH 70%",Mar-20,181,83,98,53.84615384615385
MI-Sagnaw,"Chlorine, HTH 70%",Apr-20,181,91,90,49.45054945054945
MI-Sagnaw,"Chlorine, HTH 70%",May-20,181,42,139,76.37362637362638
MI-Sagnaw,"Chlorine, HTH 70%",Jun-20,181,69,112,61.53846153846154
MI-Sagnaw,"Chlorine, HTH 70%",Jul-20,181,85,96,52.747252747252745
MI-Sagnaw,"Chlorine, HTH 70%",Aug-20,181,63,118,64.83516483516483
MI-Sagnaw,"Chlorine, HTH 70%",Sep-20,181,89,92,50.54945054945055
MI-Sagnaw,Safety box,Jan-20,172,172,0,0.0
MI-Sagnaw,Safety box,Feb-20,172,172,0,0.0
MI-Sagnaw,Safety box,Mar-20,172,172,0,0.0
MI-Sagnaw,Safety box,Apr-20,172,172,0,0.0
MI-Sagnaw,Safety box,May-20,172,172,0,0.0
MI-Sagnaw,Safety box,Jun-20,172,172,0,0.0
MI-Sagnaw,Safety box,Jul-20,172,172,0,0.0
MI-Sagnaw,Safety box,Aug-20,172,172,0,0.0
MI-Sagnaw,Safety box,Sep-20,172,172,0,0.0
MI-Sagnaw,Non contact infrared Thermometer,Jan-20,149,53,96,64.0
MI-Sagnaw,Non contact infrared Thermometer,Feb-20,149,21,128,85.33333333333333
MI-Sagnaw,Non contact infrared Thermometer,Mar-20,149,65,84,56.0
MI-Sagnaw,Non contact infrared Thermometer,Apr-20,149,34,115,76.66666666666667
MI-Sagnaw,Non contact infrared Thermometer,May-20,149,113,36,24.0
MI-Sagnaw,Non contact infrared Thermometer,Jun-20,149,126,23,15.333333333333334
MI-Sagnaw,Non contact infrared Thermometer,Jul-20,149,124,25,16.666666666666668
MI-Sagnaw,Non contact infrared Thermometer,Aug-20,149,134,15,10.0
MI-Sagnaw,Non contact infrared Thermometer,Sep-20,149,149,0,0.0
MI-Sagnaw,Goggles protective,Jan-20,262,184,78,29.657794676806084
MI-Sagnaw,Goggles protective,Feb-20,262,165,97,36.88212927756654
MI-Sagnaw,Goggles protective,Mar-20,262,152,110,41.82509505703422
MI-Sagnaw,Goggles protective,Apr-20,262,118,144,54.752851711026615
MI-Sagnaw,Goggles protective,May-20,262,94,168,63.87832699619772
MI-Sagnaw,Goggles protective,Jun-20,262,66,196,74.52471482889734
MI-Sagnaw,Goggles protective,Jul-20,262,51,211,80.22813688212928
MI-Sagnaw,Goggles protective,Aug-20,262,10,252,95.81749049429658
MI-Sagnaw,Goggles protective,Sep-20,262,0,262,99.61977186311788
MI-Sagnaw,Disposable foot covers,Jan-20,105,105,0,0.0
MI-Sagnaw,Disposable foot covers,Feb-20,105,88,17,16.037735849056602
MI-Sagnaw,Disposable foot covers,Mar-20,105,92,13,12.264150943396226
MI-Sagnaw,Disposable foot covers,Apr-20,105,61,44,41.509433962264154
MI-Sagnaw,Disposable foot covers,May-20,105,0,105,99.05660377358491
MI-Sagnaw,Disposable foot covers,Jun-20,105,0,105,99.05660377358491
MI-Sagnaw,Disposable foot covers,Jul-20,105,5,100,94.33962264150944
MI-Sagnaw,Disposable foot covers,Aug-20,105,26,79,74.52830188679245
MI-Sagnaw,Disposable foot covers,Sep-20,105,0,105,99.05660377358491
MI-Sagnaw,M4 viral media,Jan-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Feb-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Mar-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Apr-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,May-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Jun-20,155,0,155,99.35897435897436
MI-Sagnaw,M4 viral media,Jul-20,155,0,155,99.35897435897436
